"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"43-0000","43-9000","43-9030",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Desktop Publishers",NA,NA
"43-0000","43-9000","43-9030","43-9031","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Desktop Publishers","Desktop Publishers",NA
"43-0000","43-9000","43-9040",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Insurance Claims and Policy Processing Clerks",NA,NA
"43-0000","43-9000","43-9040","43-9041","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",NA
"43-0000","43-9000","43-9050",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Mail Clerks and Mail Machine Operators, Except Postal Service",NA,NA
"43-0000","43-9000","43-9050","43-9051","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",NA
"43-0000","43-9000","43-9060",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Clerks, General",NA,NA
"43-0000","43-9000","43-9060","43-9061","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Clerks, General","Office Clerks, General",NA
"43-0000","43-9000","43-9070",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Machine Operators, Except Computer",NA,NA
"43-0000","43-9000","43-9070","43-9071","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer",NA
"43-0000","43-9000","43-9080",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Proofreaders and Copy Markers",NA,NA
"43-0000","43-9000","43-9080","43-9081","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Proofreaders and Copy Markers","Proofreaders and Copy Markers",NA
"43-0000","43-9000",NA,NA,"Office and Administrative Support Occupations","Statistical Assistants",NA,NA,NA
"43-0000","43-9000",NA,"43-9111","Office and Administrative Support Occupations","Statistical Assistants",NA,"Statistical Assistants",NA
"43-0000","43-9000",NA,NA,"Office and Administrative Support Occupations","Miscellaneous Office and Administrative Support Workers",NA,NA,NA
"43-0000","43-9000",NA,"43-9199","Office and Administrative Support Occupations","Office and Administrative Support Workers, All Other",NA,"Office and Administrative Support Workers, All Other",NA
"45-0000",NA,NA,NA,"Farming, Fishing, and Forestry Occupations",NA,NA,NA,NA
"45-0000","45-1000",NA,NA,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers",NA,NA,NA
"45-0000","45-1000","45-1010",NA,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",NA,NA
"45-0000","45-1000","45-1010","45-1011","Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",NA
"45-0000","45-2000",NA,NA,"Farming, Fishing, and Forestry Occupations","Agricultural Workers",NA,NA,NA
"45-0000","45-2000","45-2010",NA,"Farming, Fishing, and Forestry Occupations","Agricultural Workers","Agricultural Inspectors",NA,NA
"45-0000","45-2000","45-2010","45-2011","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Agricultural Inspectors","Agricultural Inspectors",NA
"45-0000","45-2000","45-2020",NA,"Farming, Fishing, and Forestry Occupations","Agricultural Workers","Animal Breeders",NA,NA
"45-0000","45-2000","45-2020","45-2021","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Animal Breeders","Animal Breeders",NA
"45-0000","45-2000","45-2040",NA,"Farming, Fishing, and Forestry Occupations","Agricultural Workers","Graders and Sorters, Agricultural Products",NA,NA
"45-0000","45-2000","45-2040","45-2041","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",NA
"45-0000","45-2000","45-2090",NA,"Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers",NA,NA
"45-0000","45-2000","45-2090","45-2091","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Agricultural Equipment Operators",NA
"45-0000","45-2000","45-2090","45-2092","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",NA
"45-0000","45-2000","45-2090","45-2093","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Farmworkers, Farm, Ranch, and Aquacultural Animals",NA
"45-0000","45-2000","45-2090","45-2099","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Agricultural Workers, All Other",NA
"45-0000","45-3000",NA,NA,"Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers",NA,NA,NA
"45-0000","45-3000","45-3010",NA,"Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers","Fishers and Related Fishing Workers",NA,NA
"45-0000","45-3000","45-3010","45-3011","Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers","Fishers and Related Fishing Workers","Fishers and Related Fishing Workers",NA
"45-0000","45-3000","45-3020",NA,"Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers","Hunters and Trappers",NA,NA
"45-0000","45-3000","45-3020","45-3021","Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers","Hunters and Trappers","Hunters and Trappers",NA
"45-0000","45-4000",NA,NA,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers",NA,NA,NA
"45-0000","45-4000","45-4010",NA,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Forest and Conservation Workers",NA,NA
"45-0000","45-4000","45-4010","45-4011","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Forest and Conservation Workers","Forest and Conservation Workers",NA
"45-0000","45-4000","45-4020",NA,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers",NA,NA
"45-0000","45-4000","45-4020","45-4021","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Fallers",NA
"45-0000","45-4000","45-4020","45-4022","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Logging Equipment Operators",NA
"45-0000","45-4000","45-4020","45-4023","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Log Graders and Scalers",NA
"45-0000","45-4000","45-4020","45-4029","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Logging Workers, All Other",NA
"47-0000",NA,NA,NA,"Construction and Extraction Occupations",NA,NA,NA,NA
"47-0000","47-1000",NA,NA,"Construction and Extraction Occupations","Supervisors of Construction and Extraction Workers",NA,NA,NA
"47-0000","47-1000","47-1010",NA,"Construction and Extraction Occupations","Supervisors of Construction and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers",NA,NA
"47-0000","47-1000","47-1010","47-1011","Construction and Extraction Occupations","Supervisors of Construction and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers",NA
"47-0000","47-2000",NA,NA,"Construction and Extraction Occupations","Construction Trades Workers",NA,NA,NA
"47-0000","47-2000","47-2010",NA,"Construction and Extraction Occupations","Construction Trades Workers","Boilermakers",NA,NA
"47-0000","47-2000","47-2010","47-2011","Construction and Extraction Occupations","Construction Trades Workers","Boilermakers","Boilermakers",NA
"47-0000","47-2000","47-2020",NA,"Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons",NA,NA
"47-0000","47-2000","47-2020","47-2021","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Brickmasons and Blockmasons",NA
"47-0000","47-2000","47-2020","47-2022","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Stonemasons",NA
"47-0000","47-2000","47-2030",NA,"Construction and Extraction Occupations","Construction Trades Workers","Carpenters",NA,NA
"47-0000","47-2000","47-2030","47-2031","Construction and Extraction Occupations","Construction Trades Workers","Carpenters","Carpenters",NA
"47-0000","47-2000","47-2040",NA,"Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers",NA,NA
"47-0000","47-2000","47-2040","47-2041","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Carpet Installers",NA
"47-0000","47-2000","47-2040","47-2042","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Layers, Except Carpet, Wood, and Hard Tiles",NA
"47-0000","47-2000","47-2040","47-2043","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Sanders and Finishers",NA
"47-0000","47-2000","47-2040","47-2044","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Tile and Marble Setters",NA
"47-0000","47-2000","47-2050",NA,"Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers",NA,NA
"47-0000","47-2000","47-2050","47-2051","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Cement Masons and Concrete Finishers",NA
"47-0000","47-2000","47-2050","47-2053","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Terrazzo Workers and Finishers",NA
"47-0000","47-2000","47-2060",NA,"Construction and Extraction Occupations","Construction Trades Workers","Construction Laborers",NA,NA
"47-0000","47-2000","47-2060","47-2061","Construction and Extraction Occupations","Construction Trades Workers","Construction Laborers","Construction Laborers",NA
"47-0000","47-2000","47-2070",NA,"Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators",NA,NA
"47-0000","47-2000","47-2070","47-2071","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Paving, Surfacing, and Tamping Equipment Operators",NA
"47-0000","47-2000","47-2070","47-2072","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Pile-Driver Operators",NA
"47-0000","47-2000","47-2070","47-2073","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Operating Engineers and Other Construction Equipment Operators",NA
"47-0000","47-2000","47-2080",NA,"Construction and Extraction Occupations","Construction Trades Workers","Drywall Installers, Ceiling Tile Installers, and Tapers",NA,NA
